"name","pos","season","analyst_-1","analyst_4","analyst_5","analyst_7","analyst_9","trim_name"
"C.J. Spiller","RB",2013,253.3,234.7,235.6,237.6,239.19,"CJSPILLER"
"C.J. Spiller","RB",2014,149.3,167.7,180,153,160.42,"CJSPILLER"
"Cairo Santos","K",2014,0,0,0,0,0,"CAIROSANTOS"
"Caleb Hanie","QB",2012,1.478,0,0,0,5.694,"CALEBHANIE"
"Caleb Hanie","QB",2013,0,0,0,0,0,"CALEBHANIE"
"Caleb Sturgis","K",2014,0,0,0,0,0,"CALEBSTURGIS"
"Calvin Johnson","WR",2012,0,226.3,220.4,214.9,228.31,"CALVINJOHNSON"
"Calvin Johnson","WR",2013,230.23,243.3,207.4,234.5,225.13,"CALVINJOHNSON"
"Calvin Johnson","WR",2014,231,238.4,238.7,219.7,229.66,"CALVINJOHNSON"
"Cam Newton","QB",2012,382.032,377.64,409.04,346.94,377.964,"CAMNEWTON"
"Cam Newton","QB",2013,383.182,369.92,342.52,351.98,363.642,"CAMNEWTON"
"Cam Newton","QB",2014,332.1,320.06,359.44,327.2,324.764,"CAMNEWTON"
"Cameron Morrah","TE",2012,0,0,0,0,1.78,"CAMERONMORRAH"
"Cameron Morrah","TE",2013,0,0,0,0,0,"CAMERONMORRAH"
"Cardinals","DST",2014,0,0,0,0,0,"CARDINALS"
"Carlos Hyde","RB",2014,107.7,78.3,125,72.8,101.09,"CARLOSHYDE"
"Carlton Mitchell","WR",2012,0,0,0,0,0,"CARLTONMITCHELL"
"Carlton Mitchell","WR",2013,0,0,0,0,0.44,"CARLTONMITCHELL"
"Carson Palmer","QB",2012,299.012,224.18,252.82,265.42,257.462,"CARSONPALMER"
"Carson Palmer","QB",2013,297.29,279.58,272.74,259.26,275.218,"CARSONPALMER"
"Carson Palmer","QB",2014,329.68,273.94,323.3,271.7,300.884,"CARSONPALMER"
"Case Keenum","QB",2013,0,0,0,0,0,"CASEKEENUM"
"Case Keenum","QB",2014,0,0,54.34,0,53.29,"CASEKEENUM"
"Cecil Shorts","WR",2012,0,0,0,35.5,32.55,"CECILSHORTS"
"Cecil Shorts","WR",2013,148.2,133,146.4,141.5,140.89,"CECILSHORTS"
"Cecil Shorts","WR",2014,96.2,118.2,120.2,108,103.56,"CECILSHORTS"
"Cedric Benson","RB",2012,143.9,132.1,0,111.1,121.42,"CEDRICBENSON"
"Cedric Benson","RB",2013,0,56.1,0,0,0,"CEDRICBENSON"
"Cedric Peerman","RB",2012,0,0,0,0,1.29,"CEDRICPEERMAN"
"Cedric Peerman","RB",2013,0,0,0,0,19.28,"CEDRICPEERMAN"
"Cedric Peerman","RB",2014,10.2,0,0,0,12.65,"CEDRICPEERMAN"
"Chad Bumphis","WR",2013,0,0,0,0,0,"CHADBUMPHIS"
"Chad Hall","RB",2012,0,0,0,0,-0.4,"CHADHALL"
"Chad Hall","WR",2012,0,0,0,0,2.58,"CHADHALL"
"Chad Hall","WR",2013,0,0,0,0,9.35,"CHADHALL"
"Chad Henne","QB",2012,25.582,47.84,0,29.7,28.094,"CHADHENNE"
"Chad Henne","QB",2013,75.23,64.14,0,130.16,92.094,"CHADHENNE"
"Chad Henne","QB",2014,80.4,147.3,173.58,157.64,149.43,"CHADHENNE"
"Chad Johnson","WR",2012,0,0,0,0,25.8,"CHADJOHNSON"
"Chad Spann","RB",2013,0,0,0,0,6.91,"CHADSPANN"
"Chandler Catanzaro","K",2014,0,0,0,0,0,"CHANDLERCATANZARO"
"Chandler Harnish","QB",2012,0,0,0,0,0,"CHANDLERHARNISH"
"Chandler Harnish","QB",2013,0,0,0,0,0,"CHANDLERHARNISH"
"Chargers","DST",2014,0,0,0,0,0,"CHARGERS"
"Charles Clay","RB",2012,0,0,0,26.2,30.45,"CHARLESCLAY"
"Charles Clay","RB",2013,0,0,0,35,0,"CHARLESCLAY"
"Charles Clay","TE",2012,39.27,0,34.7,0,39.78,"CHARLESCLAY"
"Charles Clay","TE",2013,43.47,0,0,0,33.29,"CHARLESCLAY"
"Charles Clay","TE",2014,99.8,97.3,110.9,100.7,93.67,"CHARLESCLAY"
"Charles Johnson","WR",2013,0,0,28.3,0,28.3,"CHARLESJOHNSON"
"Charles Johnson","WR",2014,40.1,0,0,0,18.74,"CHARLESJOHNSON"
"Charles Sims","RB",2014,0,12.9,43,0,27.66,"CHARLESSIMS"
"Charlie Batch","QB",2012,0,0,0,22.48,7.76,"CHARLIEBATCH"
"Charlie Batch","QB",2013,0,0,0,0,0,"CHARLIEBATCH"
"Charlie Whitehurst","QB",2012,0,0,0,0,9.06,"CHARLIEWHITEHURST"
"Charlie Whitehurst","QB",2013,7.492,0,0,2.64,7.03,"CHARLIEWHITEHURST"
"Charlie Whitehurst","QB",2014,21.7,0,0,85.3,39.764,"CHARLIEWHITEHURST"
"Charly Martin","WR",2013,0,0,0,0,0,"CHARLYMARTIN"
"Chase Coffman","TE",2013,0,0,0,14.1,11.13,"CHASECOFFMAN"
"Chase Daniel","QB",2012,0,0,0,8.24,8.476,"CHASEDANIEL"
"Chase Daniel","QB",2013,4.662,0,0,12.96,15.592,"CHASEDANIEL"
"Chase Daniel","QB",2014,0,0,0,14.76,7.84,"CHASEDANIEL"
"Chase Ford","TE",2014,0,0,0,0,8.5,"CHASEFORD"
"Chastin West","WR",2012,0,0,0,0,0,"CHASTINWEST"
"Chastin West","WR",2013,0,0,0,0,9.67,"CHASTINWEST"
"Chaz Schilens","WR",2012,0,36.8,0,43.9,46.84,"CHAZSCHILENS"
"Chaz Schilens","WR",2013,0,0,22.7,0,11.35,"CHAZSCHILENS"
"Chiefs","DST",2014,0,0,0,0,0,"CHIEFS"
"Chris Baker","TE",2012,0,0,0,0,0,"CHRISBAKER"
"Chris Cooley","TE",2012,0,0,0,0,29.58,"CHRISCOOLEY"
"Chris Givens","WR",2012,0,36.5,0,28.5,32.22,"CHRISGIVENS"
"Chris Givens","WR",2013,132.13,119.8,75.7,113.5,117.8,"CHRISGIVENS"
"Chris Givens","WR",2014,45.4,76.2,103.7,43.5,62.21,"CHRISGIVENS"
"Chris Gragg","TE",2013,0,0,0,0,5.57,"CHRISGRAGG"
"Chris Gragg","TE",2014,0,0,0,0,8.59,"CHRISGRAGG"
"Chris Gronkowski","RB",2012,0,0,0,0,1.03,"CHRISGRONKOWSKI"
"Chris Gronkowski","RB",2013,0,0,0,0,1.4,"CHRISGRONKOWSKI"
"Chris Harper","WR",2013,0,0,21.4,0,7.89,"CHRISHARPER"
"Chris Hogan","WR",2013,0,0,0,0,11.53,"CHRISHOGAN"
"Chris Hogan","WR",2014,41.6,0,0,0,26.05,"CHRISHOGAN"
"Chris Ivory","RB",2012,35.44,0,0,26.5,0,"CHRISIVORY"
"Chris Ivory","RB",2013,132.07,133.2,180.6,161,146.36,"CHRISIVORY"
"Chris Ivory","RB",2014,77.6,91.8,118.5,91.8,0,"CHRISIVORY"
"Chris Johnson","RB",2012,226.44,218.2,230.7,216.2,217.34,"CHRISJOHNSON"
"Chris Johnson","RB",2013,203.3,179,188.7,196.8,193.88,"CHRISJOHNSON"
"Chris Johnson","RB",2014,147.1,161.2,169.4,175.9,158.75,"CHRISJOHNSON"
"Chris Ogbonnaya","RB",2012,0,0,0,0,7.61,"CHRISOGBONNAYA"
"Chris Ogbonnaya","RB",2013,0,23.1,0,25.1,22.43,"CHRISOGBONNAYA"
"Chris Ogbonnaya","RB",2014,0,0,28.5,0,20.48,"CHRISOGBONNAYA"
"Chris Owusu","WR",2013,0,0,0,0,9.43,"CHRISOWUSU"
"Chris Owusu","WR",2014,47.3,0,31.6,52.7,28.12,"CHRISOWUSU"
"Chris Polk","RB",2012,0,0,0,0,10.75,"CHRISPOLK"
"Chris Polk","RB",2013,34.17,24,0,16.7,32.48,"CHRISPOLK"
"Chris Polk","RB",2014,37.6,33.8,42.7,32.6,46.48,"CHRISPOLK"
"Chris Pressley","RB",2012,0,0,0,0,3.74,"CHRISPRESSLEY"
"Chris Pressley","RB",2013,0,0,0,0,5.73,"CHRISPRESSLEY"
"Chris Rainey","RB",2012,50.4,0,0,34.4,41.72,"CHRISRAINEY"
"Chris Rainey","RB",2014,0,0,0,0,10.96,"CHRISRAINEY"
"Chris Redman","QB",2012,4.79,0,0,0,7.388,"CHRISREDMAN"
"Chris Thompson","RB",2013,0,0,0,0,8.53,"CHRISTHOMPSON"
"Chris Thompson","RB",2014,0,0,0,0,8.2,"CHRISTHOMPSON"
"Christian Ponder","QB",2012,270.218,191.46,240.4,252.02,234.678,"CHRISTIANPONDER"
"Christian Ponder","QB",2013,244.232,209.56,181.7,87.6,205.124,"CHRISTIANPONDER"
"Christian Ponder","QB",2014,0,0,47.06,0,2.2,"CHRISTIANPONDER"
"Christine Michael","RB",2013,56.6,51,41.5,50.2,50.49,"CHRISTINEMICHAEL"
"Christine Michael","RB",2014,92.3,54.2,97.6,47.3,87.42,"CHRISTINEMICHAEL"
"Christopher Ivory","RB",2012,0,0,0,0,25.33,"CHRISTOPHERIVORY"
"Christopher Ivory","RB",2014,0,0,0,0,94.38,"CHRISTOPHERIVORY"
"Cierre Wood","RB",2013,0,8.3,0,0,7.69,"CIERREWOOD"
"Cierre Wood","RB",2014,0,0,0,0,0,"CIERREWOOD"
"Clay Harbor","TE",2012,0,0,0,17.6,23.13,"CLAYHARBOR"
"Clay Harbor","TE",2013,0,0,6.8,0,13.07,"CLAYHARBOR"
"Clay Harbor","TE",2014,0,0,0,27.2,25.51,"CLAYHARBOR"
"Clyde Gates","WR",2012,0,0,0,0,34.43,"CLYDEGATES"
"Clyde Gates","WR",2013,0,0,0,0,23.17,"CLYDEGATES"
"Clyde Gates","WR",2014,0,0,12.8,0,8.4,"CLYDEGATES"
"Cobi Hamilton","WR",2013,0,0,0,0,3.07,"COBIHAMILTON"
"Coby Fleener","TE",2012,86.37,81.4,91.7,86.5,84.94,"COBYFLEENER"
"Coby Fleener","TE",2013,89.1,70.7,68.5,74.1,79.95,"COBYFLEENER"
"Coby Fleener","TE",2014,60,73.3,82.1,67.5,69.59,"COBYFLEENER"
"Cody Latimer","WR",2014,49.3,51.3,63.5,34.9,45.58,"CODYLATIMER"
"Cody Parkey","K",2014,0,0,0,0,0,"CODYPARKEY"
"Colby Cameron","QB",2013,0,0,0,0,0,"COLBYCAMERON"
"Cole Beasley","WR",2012,0,0,0,21,13.85,"COLEBEASLEY"
"Cole Beasley","WR",2013,0,0,0,26.5,19.56,"COLEBEASLEY"
"Cole Beasley","WR",2014,42.2,54.3,59.2,34.9,51.26,"COLEBEASLEY"
"Colin Cloherty","TE",2012,0,0,0,0,0,"COLINCLOHERTY"
"Colin Cloherty","TE",2013,0,0,0,0,0,"COLINCLOHERTY"
"Colin Cochart","TE",2013,0,0,0,0,0.98,"COLINCOCHART"
"Colin Kaepernick","QB",2012,10.3,0,0,10.8,14.386,"COLINKAEPERNICK"
"Colin Kaepernick","QB",2013,348.72,354.32,342.08,348.44,342.658,"COLINKAEPERNICK"
"Colin Kaepernick","QB",2014,357.1,316.52,351.22,331.22,342.22,"COLINKAEPERNICK"
"Collin Mooney","RB",2014,0,0,0,0,6.2,"COLLINMOONEY"
"Colt McCoy","QB",2012,24.418,0,86.4,4.24,28.456,"COLTMCCOY"
"Colt McCoy","QB",2013,0,0,0,0,8.67,"COLTMCCOY"
"Colt McCoy","QB",2014,0,0,0,0,0,"COLTMCCOY"
"Colts","DST",2014,0,0,0,0,0,"COLTS"
"Conner Vernon","WR",2013,0,0,0,0,0,"CONNERVERNON"
"Connor Barth","K",2014,0,0,0,0,0,"CONNORBARTH"
"Cordarrelle Patterson","WR",2013,92.57,59.3,70.1,58.4,76.5,"CORDARRELLEPATTERSON"
"Cordarrelle Patterson","WR",2014,147.9,139.8,181.1,159.6,152.73,"CORDARRELLEPATTERSON"
"Corey Fuller","WR",2013,0,36.9,0,0,14.65,"COREYFULLER"
"Corey Fuller","WR",2014,0,0,0,0,3.23,"COREYFULLER"
"Corey McIntyre","RB",2012,0,0,0,0,4.28,"COREYMCINTYRE"
"Corey McIntyre","RB",2013,0,0,0,0,1.14,"COREYMCINTYRE"
"Corey Washington","WR",2014,47.4,0,0,0,0,"COREYWASHINGTON"
"Cory Harkey","TE",2013,0,0,0,0,0,"CORYHARKEY"
"Cory Harkey","TE",2014,0,0,0,0,18.15,"CORYHARKEY"
"Courtney Roby","WR",2012,0,0,0,0,0,"COURTNEYROBY"
"Courtney Roby","WR",2013,0,0,39.1,0,25.3,"COURTNEYROBY"
"Craig Stevens","TE",2012,0,0,0,11.1,21.26,"CRAIGSTEVENS"
"Craig Stevens","TE",2013,0,0,45.4,28.7,22.65,"CRAIGSTEVENS"
"Craig Stevens","TE",2014,0,0,0,0,7.1,"CRAIGSTEVENS"
"Crockett Gillmore","TE",2014,0,0,0,0,10.7,"CROCKETTGILLMORE"
"Curtis Brinkley","RB",2012,0,0,0,0,20.17,"CURTISBRINKLEY"
"Curtis Brinkley","RB",2013,0,0,0,0,0,"CURTISBRINKLEY"
"Curtis Painter","QB",2012,0,0,0,0,0,"CURTISPAINTER"
"Curtis Painter","QB",2013,1.83,0,0,1.72,2.432,"CURTISPAINTER"
"Curtis Painter","QB",2014,0,0,0,0,0,"CURTISPAINTER"
"Cyrus Gray","RB",2012,0,0,0,0,10.65,"CYRUSGRAY"
"Cyrus Gray","RB",2013,0,0,0,9.5,7.8,"CYRUSGRAY"
"Cyrus Gray","RB",2014,4.8,0,0,0,13.3,"CYRUSGRAY"
"D.C. Jefferson","TE",2013,0,0,0,3.2,4.86,"DCJEFFERSON"
"D.J. Harper","RB",2013,0,0,0,0,0,"DJHARPER"
"D.J. Ware","RB",2012,37.2,0,45.6,0,0,"DJWARE"
"D.J. Williams","TE",2012,0,0,0,12.5,5.75,"DJWILLIAMS"
"D.J. Williams","TE",2013,0,0,0,0,19.32,"DJWILLIAMS"
"D.J. Williams","TE",2014,0,0,0,0,7.77,"DJWILLIAMS"
"Da'Rel Scott","RB",2012,27.5,0,0,0,10.81,"DARELSCOTT"
"Da'Rel Scott","RB",2013,0,6.9,0,27.7,13.3,"DARELSCOTT"
"Da'Rick Rogers","WR",2013,0,22.5,0,0,23.15,"DARICKROGERS"
"Da'Rick Rogers","WR",2014,0,0,37.4,27.6,25.6,"DARICKROGERS"
"Dale Moss","WR",2013,0,0,0,0,0,"DALEMOSS"
"Dallas Clark","TE",2012,73.93,42.7,0,70.5,65.46,"DALLASCLARK"
"Dallas Clark","TE",2013,61.63,52.3,0,32.2,55.21,"DALLASCLARK"
"Damaris Johnson","WR",2012,0,0,0,0,-1.2,"DAMARISJOHNSON"
"Damaris Johnson","WR",2013,55.97,0,0,29.3,48.4,"DAMARISJOHNSON"
"Damaris Johnson","WR",2014,0,0,0,0,11.53,"DAMARISJOHNSON"
"Damian Williams","WR",2012,0,57,85.3,21.6,38.85,"DAMIANWILLIAMS"
"Damian Williams","WR",2013,0,0,20.1,0,29.87,"DAMIANWILLIAMS"
"Damian Williams","WR",2014,0,0,12.9,0,30.78,"DAMIANWILLIAMS"
"Damien Berry","RB",2012,0,0,0,0,12.63,"DAMIENBERRY"
"Damien Berry","RB",2013,0,0,0,0,14.43,"DAMIENBERRY"
"Damien Williams","RB",2014,29,0,0,0,0,"DAMIENWILLIAMS"
"Dan Bailey","K",2014,0,0,0,0,0,"DANBAILEY"
"Dan Carpenter","K",2014,0,0,0,0,0,"DANCARPENTER"
"Dan DePalma","WR",2013,0,0,0,0,0,"DANDEPALMA"
"Dan Gronkowski","TE",2013,0,0,0,0,0.93,"DANGRONKOWSKI"
"Dan Herron","RB",2012,0,0,0,0,14.38,"DANHERRON"
"Dan Herron","RB",2013,0,0,0,0,4.1,"DANHERRON"
"Dan Herron","RB",2014,36,0,0,27.9,17.4,"DANHERRON"
"Dan Orlovsky","QB",2012,0,0,0,16.8,17.05,"DANORLOVSKY"
"Dan Orlovsky","QB",2013,0.338,0,0,3.56,0.974,"DANORLOVSKY"
"Dan Orlovsky","QB",2014,0,0,0,0,0,"DANORLOVSKY"
"Danario Alexander","WR",2012,0,0,71.6,0,22.71,"DANARIOALEXANDER"
"Danario Alexander","WR",2013,0,0,0,0,0,"DANARIOALEXANDER"
"Dane Sanzenbacher","WR",2012,0,0,0,0,24.33,"DANESANZENBACHER"
"Dane Sanzenbacher","WR",2013,0,0,0,0,15.17,"DANESANZENBACHER"
"Dane Sanzenbacher","WR",2014,16.7,0,8.2,0,15.95,"DANESANZENBACHER"
"Daniel Fells","TE",2012,0,0,0,0,8.06,"DANIELFELLS"
"Daniel Fells","TE",2013,0,0,0,0,6.44,"DANIELFELLS"
"Daniel Fells","TE",2014,0,0,0,37.4,4.75,"DANIELFELLS"
"Daniel Graham","TE",2012,0,0,0,0,8.5,"DANIELGRAHAM"
"Daniel Thomas","RB",2012,95.33,104.7,65.8,116,88.14,"DANIELTHOMAS"
"Daniel Thomas","RB",2013,88.44,64,60.5,87.1,76.96,"DANIELTHOMAS"
"Daniel Thomas","RB",2014,0,0,38.8,0,41.75,"DANIELTHOMAS"
"Danny Amendola","WR",2012,99.9,69.6,103,102.6,93.11,"DANNYAMENDOLA"
"Danny Amendola","WR",2013,151.63,119.5,149.4,150,142.81,"DANNYAMENDOLA"
"Danny Amendola","WR",2014,77.4,100.7,121.7,95.8,86.03,"DANNYAMENDOLA"
"Danny Coale","WR",2012,0,0,0,0,41.78,"DANNYCOALE"
"Danny Coale","WR",2013,0,0,0,0,2.58,"DANNYCOALE"
"Danny Noble","TE",2013,0,0,0,0,0,"DANNYNOBLE"
"Danny Ware","RB",2012,0,0,0,0,28.56,"DANNYWARE"
"Danny Ware","RB",2013,0,0,0,0,13.87,"DANNYWARE"
"Danny Woodhead","RB",2012,70.47,55.4,75.5,80.7,68.07,"DANNYWOODHEAD"
"Danny Woodhead","RB",2013,109.9,81.6,97,90.8,102.19,"DANNYWOODHEAD"
"Danny Woodhead","RB",2014,108.9,127.9,137,121.1,122.32,"DANNYWOODHEAD"
"Dante Rosario","TE",2012,0,0,0,0,11.39,"DANTEROSARIO"
"Dante Rosario","TE",2013,0,0,0,8.4,8.73,"DANTEROSARIO"
"Dante Rosario","TE",2014,0,0,0,0,13.54,"DANTEROSARIO"
"Darius Johnson","WR",2014,0,0,0,0,21.38,"DARIUSJOHNSON"
"Darius Reynaud","RB",2012,0,0,0,0,5.6,"DARIUSREYNAUD"
"Darius Reynaud","RB",2013,0,0,0,0,7.03,"DARIUSREYNAUD"
"Darius Reynaud","WR",2012,0,0,0,0,-1.4,"DARIUSREYNAUD"
"Darrel Young","RB",2012,0,0,0,0,9.9,"DARRELYOUNG"
"Darrel Young","RB",2013,0,0,0,0,12.27,"DARRELYOUNG"
"Darrel Young","RB",2014,25.2,0,0,0,29.5,"DARRELYOUNG"
"Darren Evans","RB",2012,0,0,0,0,0,"DARRENEVANS"
"Darren Fells","TE",2014,0,0,0,0,4.05,"DARRENFELLS"
"Darren McFadden","RB",2012,223.57,180.7,224.8,210.7,215.81,"DARRENMCFADDEN"
"Darren McFadden","RB",2013,166.14,175.4,206.8,183.8,172.04,"DARRENMCFADDEN"
"Darren McFadden","RB",2014,78.9,80.6,127.7,114,92.94,"DARRENMCFADDEN"
"Darren Sproles","RB",2012,180.73,164.6,156,169,164.34,"DARRENSPROLES"
"Darren Sproles","RB",2013,169.17,154.9,162,147.7,161.2,"DARRENSPROLES"
"Darren Sproles","RB",2014,98,101.4,134,107.6,103.17,"DARRENSPROLES"
"Darrius Heyward-Bey","WR",2012,129.77,102.4,128.4,141.2,119.74,"DARRIUSHEYWARDBEY"
"Darrius Heyward-Bey","WR",2013,96.73,72.8,102.2,71.5,87.76,"DARRIUSHEYWARDBEY"
"Darrius Heyward-Bey","WR",2014,0,0,49.2,0,36.15,"DARRIUSHEYWARDBEY"
"Daryl Richardson","RB",2012,30.5,39.4,0,0,23.8,"DARYLRICHARDSON"
"Daryl Richardson","RB",2013,145.8,135.5,111.9,130,134.82,"DARYLRICHARDSON"
"Daryl Richardson","RB",2014,0,0,44.3,0,12.01,"DARYLRICHARDSON"
"Davante Adams","WR",2014,48.5,45.4,78.9,30.1,53.77,"DAVANTEADAMS"
"David Ausberry","TE",2012,28.27,0,0,0,26.85,"DAVIDAUSBERRY"
"David Ausberry","TE",2013,57.67,0,27.4,37.7,46.79,"DAVIDAUSBERRY"
"David Ausberry","TE",2014,27.3,0,0,42,22.68,"DAVIDAUSBERRY"
"David Ausberry","WR",2012,0,0,0,0,0,"DAVIDAUSBERRY"
"David Carr","QB",2012,0,0,0,6.6,8.756,"DAVIDCARR"
"David Carr","QB",2013,0.308,0,0,0,0.588,"DAVIDCARR"
"David Douglas","WR",2013,0,0,0,0,0,"DAVIDDOUGLAS"
"David Garrard","QB",2012,0,0,0,0,10.55,"DAVIDGARRARD"
"David Gettis","WR",2012,0,0,0,10,29.83,"DAVIDGETTIS"
"David Gettis","WR",2013,0,0,0,0,13.53,"DAVIDGETTIS"
"David Gilreath","WR",2013,0,0,0,0,7.24,"DAVIDGILREATH"
"David Johnson","RB",2013,0,0,0,0,4.27,"DAVIDJOHNSON"
"David Johnson","TE",2012,0,0,0,0,4.95,"DAVIDJOHNSON"
"David Johnson","TE",2014,0,0,0,0,5.03,"DAVIDJOHNSON"
"David Nelson","WR",2012,96.87,67,83.4,72.4,83.72,"DAVIDNELSON"
"David Nelson","WR",2013,0,0,18.8,0,24.29,"DAVIDNELSON"
"David Nelson","WR",2014,55,0,37.5,66.9,40.81,"DAVIDNELSON"
"David Paulson","TE",2012,0,0,0,0,11.34,"DAVIDPAULSON"
"David Paulson","TE",2013,0,37.7,0,0,25.03,"DAVIDPAULSON"
"David Paulson","TE",2014,0,0,0,0,11.01,"DAVIDPAULSON"
"David Reed","WR",2012,0,0,0,0,16,"DAVIDREED"
"David Reed","WR",2013,0,0,27.1,0,13.55,"DAVIDREED"
"David Thomas","TE",2012,0,0,0,8.6,15.82,"DAVIDTHOMAS"
"David Thomas","TE",2013,0,0,27.1,0,27.1,"DAVIDTHOMAS"
"David Wilson","RB",2012,114.94,117.2,85.2,90,101.2,"DAVIDWILSON"
"David Wilson","RB",2013,175.9,169.4,179.9,195.7,174.93,"DAVIDWILSON"
"Davin Meggett","RB",2013,0,0,0,0,0,"DAVINMEGGETT"
"Davone Bess","WR",2012,95.53,90.8,97.8,87.5,94.34,"DAVONEBESS"
"Davone Bess","WR",2013,80.87,64.5,40.1,65.1,69.21,"DAVONEBESS"
"Davone Bess","WR",2014,0,0,0,0,0,"DAVONEBESS"
"De'Anthony Thomas","RB",2014,42.5,34.7,0,20.9,29.93,"DEANTHONYTHOMAS"
"DeAndre Hopkins","WR",2013,119.8,86.2,82.2,90.7,101.74,"DEANDREHOPKINS"
"DeAndre Hopkins","WR",2014,100.2,121,138.8,105.7,105.36,"DEANDREHOPKINS"
"Deangelo Peterson","TE",2013,0,0,0,0,0,"DEANGELOPETERSON"
"DeAngelo Williams","RB",2012,143.77,127.3,132.5,137.9,132.38,"DEANGELOWILLIAMS"
"DeAngelo Williams","RB",2013,123.2,133.4,112.6,144.3,125.12,"DEANGELOWILLIAMS"
"DeAngelo Williams","RB",2014,109.9,126.4,139.1,125.2,121.01,"DEANGELOWILLIAMS"
"Deion Branch","WR",2012,0,0,0,0,47.9,"DEIONBRANCH"
"Deion Branch","WR",2013,0,0,28.6,0,28.6,"DEIONBRANCH"
"Deji Karim","RB",2012,0,0,0,0,0,"DEJIKARIM"
"Deji Karim","RB",2013,0,0,0,0,0,"DEJIKARIM"
"Deji Karim","RB",2014,0,0,0,0,0,"DEJIKARIM"
"Delanie Walker","TE",2012,0,0,0,35.2,27.31,"DELANIEWALKER"
"Delanie Walker","TE",2013,72.73,57.4,69.6,54.5,63.98,"DELANIEWALKER"
"Delanie Walker","TE",2014,96.4,89.8,101.8,93.6,90.81,"DELANIEWALKER"
"Delone Carter","RB",2012,51.86,67.4,84.8,40.9,45.01,"DELONECARTER"
"Delone Carter","RB",2013,31.07,14.6,0,0,24.34,"DELONECARTER"
"DeMarco Murray","RB",2012,213.23,185.5,175,191.5,197.55,"DEMARCOMURRAY"
"DeMarco Murray","RB",2013,191.3,156.4,206.6,176.3,183.99,"DEMARCOMURRAY"
"DeMarco Murray","RB",2014,192,195.4,212.9,200.4,207.22,"DEMARCOMURRAY"
"Demarco Sampson","WR",2012,0,0,0,0,3.85,"DEMARCOSAMPSON"
"Demarco Sampson","WR",2013,0,0,0,0,0.8,"DEMARCOSAMPSON"
"Demaryius Thomas","WR",2012,162.93,138.3,162,140.9,154.08,"DEMARYIUSTHOMAS"
"Demaryius Thomas","WR",2013,189.6,184.9,176.4,191.9,184.48,"DEMARYIUSTHOMAS"
"Demaryius Thomas","WR",2014,224.6,218,218.3,222.9,219.36,"DEMARYIUSTHOMAS"
"Demetrius Harris","TE",2013,0,0,0,0,0,"DEMETRIUSHARRIS"
"Demetrius Harris","TE",2014,0,0,0,16.4,13.12,"DEMETRIUSHARRIS"
"Denard Robinson","RB",2013,60.8,11.6,51.7,77.7,51.42,"DENARDROBINSON"
"Denard Robinson","RB",2014,42.4,23.3,28.1,72,48.85,"DENARDROBINSON"
"Denarius Moore","WR",2012,108.03,124.3,117.6,113.4,113.23,"DENARIUSMOORE"
"Denarius Moore","WR",2013,111.33,118.6,128.4,114.1,113.23,"DENARIUSMOORE"
"Denarius Moore","WR",2014,78.7,85.1,79.3,50.7,63.2,"DENARIUSMOORE"
"Dennis Dixon","QB",2013,5.462,0,0,0,7.282,"DENNISDIXON"
"Dennis Johnson","RB",2013,0,0,0,31.2,21.84,"DENNISJOHNSON"
"Dennis Johnson","RB",2014,0,0,41.9,0,16.66,"DENNISJOHNSON"
"Dennis Pitta","TE",2012,52.9,46.9,74.1,48.5,55.79,"DENNISPITTA"
"Dennis Pitta","TE",2013,0,0,0,0,0,"DENNISPITTA"
"Dennis Pitta","TE",2014,120.8,128,129.2,104.5,121.38,"DENNISPITTA"
"Deon Anderson","RB",2012,0,0,0,0,0,"DEONANDERSON"
"Deon Butler","WR",2012,0,0,0,0,21.73,"DEONBUTLER"
"Deon Butler","WR",2013,0,0,18.7,0,9.35,"DEONBUTLER"
"Deonte Thompson","WR",2013,0,0,0,17.1,17.11,"DEONTETHOMPSON"
"Deonte Thompson","WR",2014,0,0,0,0,8.63,"DEONTETHOMPSON"
"Derek Anderson","QB",2012,0,0,0,1.24,4.256,"DEREKANDERSON"
"Derek Anderson","QB",2013,0,0,0,1.36,1.15,"DEREKANDERSON"
"Derek Anderson","QB",2014,0,0,0,1.24,13.07,"DEREKANDERSON"
"Derek Carr","QB",2014,198.02,203.64,137.54,194.34,49.522,"DEREKCARR"
"Derek Carrier","TE",2013,0,0,0,0,0,"DEREKCARRIER"
"Derek Hagan","WR",2012,0,0,0,0,21.54,"DEREKHAGAN"
"Derek Hagan","WR",2013,0,0,38.5,0,18.87,"DEREKHAGAN"
"Derek Moye","WR",2014,0,0,0,0,20.7,"DEREKMOYE"
"Derrick Coleman","RB",2014,11.7,0,0,0,17.65,"DERRICKCOLEMAN"
"Derrick Williams","WR",2012,0,0,0,0,0,"DERRICKWILLIAMS"
"DeSean Jackson","WR",2012,135.53,142,165,133.6,132.07,"DESEANJACKSON"
"DeSean Jackson","WR",2013,129.53,135,153.1,132.9,135.01,"DESEANJACKSON"
"DeSean Jackson","WR",2014,143.3,147.7,170.3,132.2,140.99,"DESEANJACKSON"
"Devery Henderson","WR",2012,69.47,58.9,110.8,74.5,74.04,"DEVERYHENDERSON"
"DeVier Posey","WR",2012,0,0,0,0,23.21,"DEVIERPOSEY"
"DeVier Posey","WR",2013,0,0,23.4,7.2,20.7,"DEVIERPOSEY"
